mfd_date,mfd_daily_yield,mfd_7daily_yield,Interest_O_N,Interest_1_W,Interest_2_W,Interest_1_M,Interest_3_M,Interest_6_M,Interest_9_M,Interest_1_Y,total_purchase_amt,total_redeem_amt,direct_purchase_amt,share_amt,consume_amt,transfer_amt,fea0,fea1,fea2,fea3,fea4,fea5,fea6,fea7,fea8,fea9
2014/1/29,1.6693,6.432,4.8,5.108,7.072,7.192,5.6,4.9938,4.9996,5.0001,952479658,215164666,950357375,2122283,48600473,166564193,-4.0102,-0.9676,0.147,0.4664,-0.6792,-0.9477,0.0842,-0.0421,0.0118,0.0069
2014/1/30,1.6193,6.36,4.435,4.983,5.733,5.441,5.6,4.9941,4.9998,5.0001,227916211,105288105,225754304,2161907,18939954,86348151,-2.1344,-0.9041,0.7342,-0.5583,-0.5803,-0.7015,-0.0283,-0.0636,0.0018,-0.0037
2014/1/31,1.609,6.293,4.1472,4.9139,4.5997,3.9333,5.5991,4.9942,4.9999,5.0001,87324175,48132389,85045931,2278244,10305654,37826735,-0.5552,-0.8494,1.2592,-1.4685,-0.4829,-0.4878,-0.1141,-0.0412,0.0026,0.0008
2014/2/1,1.6086,6.253,4.0007,4.9548,4.0902,3.1063,5.5976,4.9943,5,5.0001,64287172,61527060,61983151,2304021,11374370,50152690,0.2027,-0.8119,1.6141,-1.9511,-0.4598,-0.3263,-0.1786,-0.0307,-0.0015,-0.0041
2014/2/2,1.6083,6.205,3.9632,5.0681,4.0529,2.8344,5.5959,4.9944,5,5.0001,57912761,24395720,55617117,2295644,11592943,12802777,0.331,-0.7442,1.808,-2.0931,-0.4692,-0.2099,-0.197,-0.0204,-0.0045,-0.0038
2014/2/3,1.608,6.158,4.002,5.2164,4.3365,2.9917,5.5944,4.9945,4.9999,5.0001,84329848,46109194,82037541,2292307,20070740,26038454,0.0076,-0.693,1.8671,-1.9693,-0.4796,-0.1555,-0.1816,-0.0092,-0.0016,0.002
2014/2/4,1.6078,6.085,4.0846,5.3621,4.7894,3.4527,5.5936,4.9945,4.9999,5.0001,83653646,44927333,81355092,2298554,14428523,30498810,-0.5848,-0.6392,1.8038,-1.6645,-0.4694,-0.1404,-0.1322,0.0049,-0.0003,-0.0047
2014/2/5,1.6072,6.051,4.1785,5.4678,5.2603,4.0916,5.594,4.9944,4.9998,5.0001,209043990,95407704,206723577,2320413,34014315,61393389,-1.2648,-0.618,1.625,-1.2843,-0.4429,-0.18,-0.0838,0.0082,0.0035,0.0019
2014/2/6,1.6069,6.044,4.2512,5.4959,5.5976,4.7826,5.596,4.9942,4.9998,5.0001,227860276,111635336,225540877,2319399,37275155,74360181,-1.8568,-0.6513,1.3347,-0.9016,-0.3546,-0.2834,-0.0246,-0.0005,0.0009,-0.0003
2014/2/7,1.7017,6.096,4.27,5.409,5.65,5.4,5.6,4.9939,4.9998,5.0001,578818221,273482213,576343567,2474654,28411171,245071042,-2.1811,-0.7784,0.9362,-0.6294,-0.2105,-0.4377,0.012,0.082,0.0022,-0.0018
2014/2/8,1.6795,6.135,4.25,5.25,5.43,5.811,5.605,4.9936,4.9999,5.0001,358255468,183432237,355819907,2435561,29127148,154305089,-2.1854,-0.8831,0.5637,-0.4893,-0.0009,-0.6149,0.0457,0.0483,0.0073,-0.0029
2014/2/9,1.6792,6.174,4.3139,5.2643,5.4076,5.9152,5.6057,4.9937,5,5.0001,341911234,262954049,339490129,2421105,28979242,233974807,-2.2558,-0.9101,0.5004,-0.5,0.0367,-0.6842,0.041,0.0333,0.0044,-0.0014
2014/2/10,1.7004,6.225,4.3035,5.299,5.422,5.849,5.6031,4.9936,5,5.0001,647465140,431753411,645043184,2421956,52832088,378921323,-2.2575,-0.9454,0.5446,-0.5561,0.0026,-0.6456,0.0139,0.0473,0.0042,-0.003
2014/2/11,1.677,6.263,4.137,5.201,5.28,5.758,5.6005,4.9936,5,5.0001,818803205,243058162,816390370,2412835,39473499,203584663,-2.0329,-1.0117,0.4903,-0.5646,0.0187,-0.5676,-0.0119,0.0199,0.0011,-0.0003
2014/2/12,1.6702,6.298,4.075,5.178,5.22,5.65,5.6012,4.9955,5,5.0001,763009770,354585919,760453811,2555959,49996692,304589227,-1.9149,-1.0396,0.5151,-0.6103,-0.0118,-0.5195,-0.0317,0.0015,0.0032,-0.0008
2014/2/13,1.6705,6.334,3.669,5.021,4.911,5.629,5.6037,4.9963,5,5.0007,626698794,362757986,624058677,2640117,49969512,312788474,-1.5254,-1.2241,0.324,-0.5515,0.1436,-0.3284,-0.0705,-0.0111,0.0042,-0.0027
2014/2/14,1.661,6.311,3.278,4.436,4.563,5.493,5.6005,4.9966,5,5.0001,490710434,263261899,488021625,2688809,114214873,149047026,-0.8284,-1.3508,0.0336,-0.3453,0.0469,-0.2745,-0.0436,-0.0096,0.0036,-0.0002
2014/2/15,1.6566,6.298,3.1177,4.0738,4.3924,5.4141,5.5987,4.997,5,4.9998,255393179,121463693,252650784,2742395,23332090,98131603,-0.4532,-1.4023,-0.1334,-0.2354,-0.0464,-0.2923,-0.0291,-0.0056,-0.0018,0.0011
2014/2/16,1.6563,6.286,3.0685,3.9584,4.3861,5.3963,5.5991,4.9976,5,4.9999,331324628,183057224,328597307,2727321,27525012,155532212,-0.3661,-1.4158,-0.1766,-0.1719,-0.102,-0.2896,-0.0193,-0.0028,-0.0023,0.0012
2014/2/17,1.6526,6.259,2.951,3.879,4.483,5.365,5.6,4.9984,5,5.0001,706118060,405809267,703414276,2703784,25038922,380770345,-0.325,-1.4193,-0.1674,-0.066,-0.1826,-0.1955,-0.0126,0.0018,-0.0009,0.0009
2014/2/18,1.6433,6.241,2.68,3.743,4.639,5.2985,5.6,4.9993,5,5.0001,593563145,271125324,590856887,2706258,41210804,229914520,-0.2248,-1.4704,-0.1684,0.1313,-0.3296,0.0261,-0.0289,-0.005,-0.0011,0.0045
2014/2/19,1.6337,6.22,2.403,3.762,4.678,5.2942,5.6,4.9998,5,5.0001,408367966,323990451,405532115,2835851,27154783,296835668,-0.1584,-1.532,-0.1799,0.2506,-0.2907,0.2682,-0.048,-0.0156,-0.0032,-0.002
2014/2/20,1.6358,6.201,1.981,3.703,4.149,5.22,5.596,4.9999,5,5.0001,478925191,230855410,476045215,2879976,42179906,188675504,0.3505,-1.6874,-0.348,0.1904,0.0446,0.4611,-0.0747,-0.0072,-0.0062,-0.0025
2014/2/21,1.6282,6.183,1.764,3.595,4,5.176,5.5775,4.9996,5,5.0001,353981687,178914448,351086615,2895072,35272987,143641461,0.5899,-1.741,-0.4362,0.25,0.0993,0.5677,-0.0952,-0.0103,-0.0025,-0.0015
2014/2/22,1.6247,6.165,1.69,3.478,4.0324,5.221,5.5676,4.9996,5,5.0001,282022706,134735118,279083130,2939576,37388618,97346500,0.6308,-1.7473,-0.51,0.3625,0.0521,0.5873,-0.0898,0.0003,-0.0042,0.0008
2014/2/23,1.6238,6.147,1.682,3.3814,4.0505,5.2137,5.5667,4.9998,5,5.0001,337053711,195214052,334129711,2924000,27025520,168188532,0.672,-1.7319,-0.5326,0.4171,-0.0047,0.5667,-0.0797,0.0021,-0.006,-0.0009
2014/2/24,1.6323,6.136,1.7,3.339,3.97,4.968,5.5665,5,5,5.0001,656317045,473470156,653397733,2919312,38373586,435096570,0.8726,-1.7036,-0.4245,0.2983,-0.0786,0.5676,-0.0859,0.0112,0.0011,0.0052
2014/2/25,1.6039,6.114,1.72,3.278,3.811,4.519,5.5585,5,5,5.0001,563505889,299155352,560651569,2854320,50699394,248455958,1.2191,-1.6254,-0.2212,0.0827,-0.1967,0.5807,-0.1109,-0.0034,-0.0027,-0.0032
2014/2/26,1.596,6.093,1.75,3.072,3.822,4.4435,5.5415,5,5,5.0001,680801145,284819682,677828663,2972482,53686988,231132694,1.3522,-1.5931,-0.251,0.144,-0.3401,0.5013,-0.0992,-0.0085,0.0017,-0.0006
2014/2/27,1.5792,6.062,1.75,3.43,3.761,4.368,5.536,5,5,5.0001,672909288,492786036,669926875,2982413,61051395,431734641,1.2492,-1.552,-0.0732,-0.0437,-0.133,0.6232,-0.1337,-0.0195,-0.0055,-0.0017
2014/2/28,1.572,6.031,1.8458,3.529,3.753,4.316,5.529,5,5,5.0001,428721754,322030204,425722217,2999537,48124571,273905633,1.2116,-1.4923,0.0119,-0.1266,-0.1051,0.5907,-0.1275,-0.0126,0.0033,0
2014/3/1,1.5698,6.001,1.9591,3.1825,3.7329,4.2622,5.524,5,5,5.0001,362865580,211279011,359812461,3053119,39537010,171742001,1.3919,-1.4403,-0.0756,-0.047,-0.3107,0.3915,-0.0878,-0.0087,-0.0058,-0.0018
2014/3/2,1.5695,5.971,2.0448,2.7882,3.7092,4.2275,5.5215,5,5,5.0001,276202230,246199417,273172567,3029663,46033199,200166218,1.6043,-1.3995,-0.2031,0.0804,-0.5303,0.1905,-0.0347,0.0034,-0.0023,0.0039
2014/3/3,1.5559,5.928,2.085,2.821,3.734,4.262,5.519,5,5,5.0001,505305862,513017360,502322723,2983139,45213317,467804043,1.5456,-1.3617,-0.1915,0.0919,-0.4993,0.1686,-0.0253,-0.0017,-0.0035,0.0009
2014/3/4,1.5429,5.895,2.083,3.5135,3.8,4.365,5.515,5,5,5.0001,524146340,250562978,521192622,2953718,44291502,206271476,1.1231,-1.317,0.0499,-0.1094,-0.1123,0.3987,-0.0688,-0.0107,-0.0006,0.0046
2014/3/5,1.5411,5.864,2.09,3.798,3.8,4.45,5.5105,5,5,5.0001,454295491,209072753,451245946,3049545,48032386,161040367,0.9317,-1.2915,0.1272,-0.1879,0.081,0.4744,-0.0789,-0.01,0.0041,-0.0014
2014/3/6,1.5259,5.835,2.0547,2.486,3.762,4.64,5.5067,5,5,5.0001,561787770,243149884,558722119,3065651,30563498,212586386,1.5299,-1.3426,-0.519,0.446,-0.5071,0.0113,0.0584,-0.0115,-0.0003,-0.0024
2014/3/7,1.517,5.805,1.9948,2.403,3.052,4.586,5.504,5,5,5.0001,380139779,291087220,377058943,3080836,42629946,248457274,2.0435,-1.3968,-0.7107,0.2151,-0.1368,-0.1386,0.0603,-0.009,-0.0007,-0.0022
2014/3/8,1.5148,5.774,1.9636,2.5305,2.7001,4.5835,5.503,5,5,5.0001,243274169,140323202,240156774,3117395,43290047,97033155,2.1966,-1.4094,-0.7571,0.0421,0.1583,-0.1515,0.0681,-0.0012,-0.0031,-0.0023
2014/3/9,1.5145,5.744,1.9486,2.474,2.6978,4.627,5.5028,5,5,5,244752519,206312503,241650547,3101972,31892792,174419711,2.2197,-1.4018,-0.8029,0.1016,0.1569,-0.1702,0.0824,0.0067,-0.0012,-0.0064
2014/3/10,1.5048,5.716,1.919,2.358,2.625,4.574,5.502,5,5,5,497338076,308040624,494278563,3059513,53902450,254138174,2.3603,-1.3979,-0.834,0.1266,0.1318,-0.1955,0.0979,0.0001,-0.0002,0.0009
2014/3/11,1.4965,5.69,1.873,2.258,2.295,4.293,5.5002,5,5,5,430500816,496039886,427448087,3052729,47244953,448794933,2.7666,-1.3812,-0.7945,-0.0532,0.1798,-0.2188,0.0867,0.0024,-0.0054,-0.0022
2014/3/12,1.4997,5.668,1.9,2.211,2.208,3.872,5.5,5,5,5,377007897,416491268,373891397,3116500,34788679,381702589,3.0537,-1.3131,-0.5844,-0.2455,0.0343,-0.1945,0.0761,0.0178,-0.0071,0.0005
2014/3/13,1.4878,5.647,1.96,2.5,2.277,3.83,5.5,5,5,5,346286910,316973542,343188988,3097922,47886605,269086937,2.8661,-1.259,-0.4164,-0.3649,0.1277,-0.1229,0.0554,0.0089,-0.0055,-0.0049
2014/3/14,1.4831,5.628,1.8765,2.527,2.608,3.868,5.5,5,5,5,315897431,311575572,312802600,3094831,44371878,267203694,2.6809,-1.2443,-0.3411,-0.1889,-0.018,0.0238,0.0588,0,-0.0027,0.0042
2014/3/15,1.4818,5.61,1.8306,2.5277,2.7941,3.9014,5.5,5,5,5,287407002,242799048,284310353,3096649,34294409,208504639,2.5666,-1.2346,-0.315,-0.0775,-0.1038,0.1101,0.0591,0.0057,-0.0052,-0.0038
2014/3/16,1.4816,5.592,1.8442,2.5869,2.792,3.9289,5.5,5,5,5,269387391,390584547,266319616,3067775,19600978,370983569,2.5207,-1.2166,-0.2985,-0.0898,-0.0546,0.1181,0.0684,0.0063,-0.0012,-0.0026
2014/3/17,1.4628,5.568,1.869,2.671,2.7,3.938,5.5,5,5,5,339008082,440624592,336026313,2981769,50250618,390373974,2.5313,-1.1973,-0.2887,-0.1517,0.0592,0.0974,0.0661,-0.0036,-0.0085,-0.0041
2014/3/18,1.4726,5.555,2.05,2.88,2.88,4.022,5.5,5,5,5,435479117,410240726,432490715,2988402,54642238,355598488,2.2187,-1.1239,-0.1792,-0.1903,0.0648,0.0524,0.0768,0.0079,-0.0047,-0.0002
2014/3/19,1.4786,5.544,2.8025,3.422,3.8,4.412,5.5,5,5,5,359014064,429298917,355963833,3050231,30164627,399134290,0.9766,-0.8457,0.1608,-0.1646,-0.1512,-0.2094,0.1154,0.0135,0.0052,0.0006
2014/3/20,1.4772,5.538,3.011,3.474,3.641,4.619,5.5,5,5,5,365011495,336076380,361964978,3046517,36054285,300022095,0.8712,-0.817,0.041,-0.236,0.0255,-0.44,0.1526,0.0151,-0.0025,0.0005
2014/3/21,1.4787,5.535,2.5,3.6,3.78,4.895,5.5,5,5,5,282351818,259655286,279298412,3053406,39994785,219660501,0.7465,-0.9898,-0.0964,0.0647,0.2003,0.001,0.1107,0.0046,0.0026,-0.0045
2014/3/22,1.4638,5.526,2.2702,3.6417,3.8588,5.0599,5.5,5,5,5,191700135,138039412,188663159,3036976,33200246,104839166,0.6686,-1.0626,-0.1788,0.234,0.2894,0.1787,0.1031,-0.0033,0.0054,-0.0024
2014/3/23,1.4636,5.516,2.3618,3.5942,3.8056,5.1123,5.5,5,5,5,167456369,186443311,164431433,3024936,30812667,155630644,0.6678,-1.0415,-0.2348,0.2187,0.3123,0.0734,0.1258,-0.0082,0.0031,0.0013
2014/3/24,1.4542,5.511,2.5,3.578,3.823,5.148,5.5,5,5,5,313180334,437825259,310195156,2985178,38247589,399577670,0.6068,-0.9987,-0.2321,0.2042,0.2804,-0.0511,0.1401,-0.0092,0.0083,-0.0022
2014/3/25,1.446,5.496,2.5,3.6295,4.064,5.125,5.5,5,5,5,314345006,312710515,311396094,2948912,47181167,265529348,0.4586,-0.9587,-0.1326,0.2725,0.1612,0.0391,0.1398,-0.0215,0.0034,0.0007
2014/3/26,1.4345,5.472,2.52,3.868,4.53,4.835,5.5,5,5,5,272935544,450254233,269973892,2961652,38674025,411580208,0.2086,-0.855,0.2699,0.2491,-0.1042,0.2751,0.1092,-0.0215,0.0005,-0.0002
2014/3/27,1.4273,5.445,2.658,4.812,5.161,4.938,5.5,5,5,5,266231082,359071642,263304080,2927002,36993856,322077786,-0.7206,-0.7221,0.7786,0.1077,0.0658,0.6182,0.0558,-0.0287,0.0055,0.0009
2014/3/28,1.4255,5.415,2.75,4.168,5.46,4.769,5.5,5,5,5,225966355,405443946,223056705,2909650,37979942,367464004,-0.5086,-0.6433,0.7219,0.4013,-0.5395,0.4484,0.1143,-0.0256,0.0053,0.0006
2014/3/29,1.4259,5.395,2.7773,3.775,5.7883,4.6338,5.5,5,5,5,160250985,155006056,157359026,2891959,31519710,123486346,-0.4344,-0.584,0.7414,0.6461,-1.0009,0.4003,0.1438,-0.0182,0.0025,-0.0022
2014/3/30,1.4257,5.374,2.7802,3.9347,5.9352,4.6106,5.5,5,5,5,205533934,264714811,202657833,2876101,34723348,229991463,-0.5932,-0.5516,0.8615,0.6391,-1.0099,0.4912,0.1279,-0.0115,0.0065,0.0006
2014/3/31,1.431,5.361,2.8,4.184,5.467,4.617,5.5,5,5,5,398884905,423852634,396026448,2858457,48345100,375507534,-0.4501,-0.5688,0.8358,0.3457,-0.588,0.4409,0.1266,0.0021,0.0054,0.0003
2014/4/1,1.4368,5.356,2.866,4.205,4.503,4.6,5.5,5,5,5,453320585,277429358,450478122,2842463,49540539,227888819,0.0935,-0.6272,0.6011,-0.0716,-0.0151,0.1568,0.1348,0.008,0.0039,-0.0026
2014/4/2,1.437,5.357,2.95,4.225,4.504,4.6,5.5,5,5,5,355347118,272612066,352449616,2897502,51040952,221571114,0.0506,-0.601,0.6242,-0.1153,-0.0266,0.097,0.1406,0.0083,0.0045,-0.0042
2014/4/3,1.4364,5.362,2.95,4.103,4.457,4.6,5.5,5,5,5,363877120,266605457,360958034,2919086,45762040,220843417,0.1397,-0.6156,0.5583,-0.0809,-0.0678,0.0435,0.1418,0.0036,0.0095,0.0036
2014/4/4,1.4338,5.367,2.763,2.997,4.278,4.597,5.5,5,5,5,251895894,200192637,248968008,2927886,37871189,162321448,0.8635,-0.722,0.0463,0.3734,-0.5285,-0.225,0.2293,0.0042,0.0012,0.0013
2014/4/5,1.4318,5.37,2.641,2.4665,4.1545,4.5758,5.5,5,5,5,202336542,163199682,199391149,2945393,43889726,119309956,1.2458,-0.7877,-0.2011,0.5739,-0.7275,-0.333,0.2547,0.0089,-0.0021,-0.0013
2014/4/6,1.4314,5.373,2.6219,2.6622,4.1084,4.5375,5.5,5,5,5,129477254,139576683,126550557,2926697,29557907,110018776,1.196,-0.7804,-0.1172,0.4642,-0.6104,-0.2618,0.2372,0.0089,0.0088,0.0022
2014/4/7,1.4312,5.373,2.6608,3.1737,4.1302,4.4889,5.5,5,5,5,196936223,176966561,194021386,2914837,40119763,136846798,0.945,-0.7515,0.1232,0.2297,-0.3708,-0.1069,0.1982,0.002,0.0042,-0.0009
2014/4/8,1.4263,5.368,2.713,3.591,4.21,4.437,5.5,5,5,5,354770149,250015131,351854096,2916053,44570398,205444733,0.7009,-0.7045,0.3563,0.0493,-0.2259,0.021,0.1553,-0.0022,0.0054,-0.0018
2014/4/9,1.4239,5.36,2.74,3.67,4.182,4.401,5.5,5,5,5,383347565,289330278,380410136,2937429,50308002,239022276,0.692,-0.6834,0.4052,-0.0153,-0.1806,0.0273,0.152,0.0023,0.0059,0.0028
2014/4/10,1.4202,5.351,2.74,3.708,3.715,4.375,5.5,5,5,5,386567460,286914864,383627601,2939859,53154622,233760242,0.9575,-0.714,0.3082,-0.2255,0.114,-0.0689,0.155,-0.0005,0.0049,-0.0002
2014/4/11,1.4106,5.339,2.75,3.701,3.703,4.209,5.5,5,5,5,237829882,277077434,234895147,2934735,84205696,192871738,1.051,-0.6813,0.4088,-0.2944,0.0522,-0.0487,0.1486,-0.0115,0.0078,0.0002
2014/4/12,1.4099,5.327,2.7642,3.6386,3.8108,4.1405,5.5,5,5,5,177642053,123295320,174695525,2946528,39287860,84007460,1.0541,-0.6534,0.4554,-0.2502,-0.0678,-0.0372,0.1578,-0.0032,0.0076,-0.0021
2014/4/13,1.4097,5.315,2.7424,3.5742,3.8303,4.1608,5.5,5,5,5,208172985,178934722,205239452,2933533,50587988,128346734,1.0772,-0.6537,0.4196,-0.1912,-0.1051,-0.0434,0.1639,-0.0034,0.0039,0.0008
2014/4/14,1.4048,5.3,2.639,3.57,3.7,4.165,5.5,5,5,5,309853269,415986984,306943182,2910087,40950669,375036315,1.1838,-0.683,0.3761,-0.1959,-0.0052,0.0017,0.1636,0.0007,0.0047,-0.0037
2014/4/15,1.4022,5.287,2.449,3.444,3.388,4.102,5.5,5,5,5,428681231,285293076,425805725,2875506,35499014,249794062,1.5288,-0.757,0.2507,-0.228,0.1213,0.0423,0.1565,-0.0008,0.002,-0.0032
2014/4/16,1.3958,5.272,2.298,2.726,3.003,4.085,5.5,5,5,5,387847838,255914640,384939019,2908819,43923418,211991222,2.1675,-0.8437,-0.1426,-0.0238,-0.0176,-0.1759,0.2167,-0.0022,-0.002,-0.0047
2014/4/17,1.3866,5.253,2.181,2.721,2.764,4.06,5.5,5,5,5,355792647,265341592,352880124,2912523,38627405,226714187,2.3642,-0.8793,-0.2102,-0.0782,0.1452,-0.1367,0.2218,-0.0041,-0.0058,-0.0011
2014/4/18,1.3841,5.239,2,2.761,2.782,3.93,5.5,5,5,5,239300383,225952909,236377510,2922873,32020413,193932496,2.4599,-0.9057,-0.1283,-0.0655,0.1362,0.0469,0.1984,0.001,-0.0066,-0.0034
2014/4/19,1.3835,5.224,1.935,2.6551,2.8066,3.8207,5.5,5,5,5,268729366,146374940,265789873,2939493,33261685,113113255,2.5794,-0.8992,-0.1028,-0.0295,0.0332,0.0993,0.1975,0.0055,-0.0053,-0.0024
2014/4/20,1.383,5.21,1.9616,2.5763,2.8443,3.7678,5.4999,5,5,5,191259529,161057781,188336377,2923152,35438855,125618926,2.6111,-0.8777,-0.0871,-0.0096,-0.0516,0.0702,0.1996,0.0083,-0.0012,-0.0011
2014/4/21,1.3866,5.2,1.98,2.713,2.994,3.767,5.5,5,5,5,301134667,295635256,298219498,2915169,65340198,230295058,2.455,-0.8473,0.0112,-0.0074,-0.0667,0.1328,0.1926,0.0047,-0.0034,-0.0043
2014/4/22,1.3813,5.188,1.9262,3.029,3.311,3.808,5.5,5,5,5,285248757,268810141,282350142,2898615,46610311,222199830,2.1114,-0.8233,0.1988,0.0232,-0.0518,0.3612,0.1729,0,-0.0013,-0.0007
2014/4/23,1.3654,5.171,1.963,3.08,3.715,3.9511,5.5,5,5,5,313677307,278470936,310757394,2919913,47960929,230510007,1.7672,-0.7809,0.2564,0.2187,-0.2105,0.4216,0.1848,-0.0143,0.0019,-0.0031
2014/4/24,1.3515,5.152,2.303,3.521,4.147,4.32,5.5,5,5,5,318358891,224536754,315468612,2890279,43022139,181514615,1.005,-0.6617,0.3784,0.2464,-0.1322,0.3379,0.205,-0.0244,0.0009,0.0046
2014/4/25,1.344,5.13,2.31,3.503,4.329,4.286,5.49,5,5,5,220927432,227764292,218042417,2885015,41053152,186711140,0.9222,-0.6124,0.4419,0.3212,-0.2536,0.3818,0.2015,-0.0269,0.0053,0.0011
2014/4/26,1.3441,5.109,2.2437,3.5813,4.2968,4.3225,5.4871,5,5,5,151625415,158122962,148727987,2897428,34986838,123136124,0.9081,-0.6224,0.4409,0.3225,-0.1628,0.4429,0.1975,-0.0261,0.0075,-0.0001
2014/4/27,1.3439,5.087,2.2599,3.8222,4.2824,4.4795,5.4919,5,5,5,146837951,191915377,143955720,2882231,28315151,163600226,0.7181,-0.6187,0.4529,0.2782,0.05,0.476,0.2042,-0.0209,0.0032,-0.0024
2014/4/28,1.3506,5.067,2.406,4.025,4.543,4.6,5.4982,5,5,5,324937272,327724735,322059893,2877379,53228205,274496530,0.3591,-0.5502,0.5593,0.3048,0.0323,0.4736,0.2179,-0.0093,0.0055,-0.0024
2014/4/29,1.346,5.048,2.604,4.0738,4.885,4.593,5.5,5,5,5,330607104,307578349,327753580,2853524,48275458,259302891,0.0801,-0.4508,0.6954,0.3555,-0.1732,0.4236,0.2274,-0.01,0.0074,-0.0033
2014/4/30,1.3511,5.04,2.5,4.134,4.176,4.604,5.495,5,5,5,260091330,281835975,257193410,2897920,61314568,220521407,0.4882,-0.5291,0.5144,0.089,0.3065,0.3409,0.2198,-0.0062,0.0027,0.0017
2014/5/1,1.3364,5.032,2.4028,4.2167,3.7735,4.6989,5.493,5,5,5,193045106,143362755,190175350,2869756,46481549,96881206,0.6615,-0.5977,0.3717,-0.0275,0.65,0.3267,0.2206,-0.0148,-0.0017,0.0038
2014/5/2,1.3362,5.028,2.3836,4.2343,3.8162,4.7914,5.4932,5,5,5,125336258,121222064,122453074,2883184,24171256,97050808,0.5939,-0.6049,0.3357,0.0281,0.6778,0.3434,0.2233,-0.0147,0.0066,-0.0004
2014/5/3,1.3361,5.023,2.3976,4.089,3.9219,4.7641,5.491,5,5,5,185094488,199568043,182203439,2891049,41506485,158061558,0.6099,-0.5909,0.3251,0.1199,0.5161,0.3137,0.231,-0.015,0.0004,0.0063
2014/5/4,1.3543,5.029,2.4,3.683,3.708,4.5,5.482,5,5,5,303087562,413222034,300180905,2906657,65972622,347249412,1.0735,-0.5886,0.2485,0.0895,0.3169,0.1774,0.2384,0.0071,0.0043,0.0016
2014/5/5,1.3378,5.022,2.37,3.14,3.158,4.058,5.4655,5,5,5,370924149,309330781,368099706,2824443,66043856,243286925,1.9099,-0.5922,0.1398,-0.0644,0.1795,-0.0356,0.2524,0.0041,0.0021,-0.0026
2014/5/6,1.3831,5.042,2.37,3.092,3.158,3.941,5.4474,5,5,5,318002728,341108696,315096777,2905951,61126871,279981825,1.9828,-0.5911,0.1851,-0.1078,0.0948,-0.033,0.2198,0.0441,-0.0016,-0.0004
2014/5/7,1.3393,5.036,2.37,3.1125,3.092,3.882,5.4167,5,5,5,417327518,239372999,414463880,2863638,40650214,198722785,2.0525,-0.5694,0.2088,-0.1552,0.1287,-0.0318,0.1852,0.0049,0.005,-0.0026
2014/5/8,1.3221,5.028,2.23,3.204,3.106,3.79,5.3992,5,5,5,392838756,273187499,390000657,2838099,47941936,225245563,2.0905,-0.5797,0.2827,-0.1661,0.1574,0.1246,0.151,-0.0111,0.0068,-0.0001
2014/5/9,1.3244,5.022,2.2205,3.194,3.121,3.773,5.3909,5,5,5,281479009,247743971,278616335,2862674,48319772,199424199,2.1003,-0.5689,0.2889,-0.1555,0.1393,0.1437,0.1396,-0.0105,0.0034,-0.0008
2014/5/10,1.3117,5.008,2.1962,3.1803,3.1302,3.7489,5.3929,5,5,5,287240171,147248328,284388148,2852023,38040745,109207583,2.1241,-0.561,0.3094,-0.1411,0.1266,0.1676,0.1529,-0.0141,0.0074,0.0051
2014/5/11,1.3115,4.985,2.165,3.1842,3.1526,3.7043,5.3935,5,5,5.0001,182424063,152945581,179585742,2838321,38400973,114544608,2.1498,-0.5461,0.3397,-0.1322,0.1124,0.206,0.1475,-0.0107,0.0027,0.0039
2014/5/12,1.3083,4.969,2.2135,3.18,3.198,3.66,5.3764,5,5,5,325108597,293952908,322293245,2815352,48093256,245859652,2.1304,-0.4993,0.38,-0.1343,0.0592,0.1872,0.1463,-0.0122,0.0035,0.0016
2014/5/13,1.3022,4.924,2.35,3.181,3.2498,3.617,5.3414,5,5,5,275241493,257918375,272439137,2802356,61456142,196462233,2.0887,-0.4091,0.4482,-0.1681,0.0059,0.1,0.1375,-0.0022,0.0055,0.0037
2014/5/14,1.2986,4.902,2.3666,3.236,3.233,3.5675,5.3198,5,5,5,305474522,316225442,302621995,2852527,45318037,270907405,2.0929,-0.3691,0.499,-0.2013,0.0289,0.1054,0.121,0.0007,0.011,0.0015
2014/5/15,1.2971,4.888,2.35,3.1355,3.202,3.651,5.2665,5,5,5,313367089,238307643,310522196,2844893,37879297,200428346,2.1331,-0.3608,0.386,-0.1301,0.0357,0.0668,0.0878,0.0002,0.0175,0.0005
2014/5/16,1.2986,4.874,2.37,3.129,3.127,3.69,5.2418,5,5,5.01,231967423,282094916,229109632,2857791,37551420,244543496,2.155,-0.3516,0.349,-0.1376,0.1019,0.0211,0.0769,0.0097,0.0077,0.0114
2014/5/17,1.2818,4.858,2.3872,3.0605,3.0039,3.6209,5.2351,5,5,5.0168,170983868,145854372,168161205,2822663,32944450,112909922,2.2956,-0.3317,0.3408,-0.1898,0.1121,-0.0372,0.0768,-0.0034,0.0099,0.0084
2014/5/18,1.2816,4.842,2.3937,2.9959,2.9548,3.5785,5.2296,5,5,5.0169,164419642,153440019,161609998,2809644,40062277,113377742,2.3853,-0.3185,0.3294,-0.1896,0.0906,-0.0659,0.0775,-0.0019,0.0077,0.0099
2014/5/19,1.3283,4.853,2.396,3.1,3.1318,3.736,5.2142,5,5,5.011,259077930,293791406,256179008,2898922,51391608,242399798,2.1445,-0.3281,0.3187,-0.1068,0.0979,-0.0212,0.0638,0.0345,0.0092,0.011
